"County","School","Grade","Total Students Enrolled","DTaP Percent","Polio Percent","MMR Percent","Hep B Percent","Varicella Had Disease Percent","Varicella Percent","Tdap Percent","MCV4 1st Dose Percent","MCV4 16+ 1 Dose Percent","MCV4 2nd Dose 16+ Percent","Medical Exemption Percent","Religious Exemption Percent","Philosophical Exemption Percent","Enrolled Provisionally Percent","Denied Admission Percent","Noncompliant and Attending Percent"
"Allegheny","Gateway SHS","12th Grade","280","98.2%","97.5%","97.5%","97.1%","0.0%","97.1%","95.7%","","92.1%","7.9%","1.1%","3.2%","5.4%","0.0%","0.0%","1.4%"
"Allegheny","George Washington El Sch","Kindergarten","60","98.3%","95.0%","96.7%","96.7%","0.0%","96.7%","","","","","0.0%","1.7%","3.3%","0.0%","0.0%","0.0%"
"Allegheny","Gill Hall El Sch","Kindergarten","113","98.2%","98.2%","98.2%","99.1%","0.0%","98.2%","","","","","0.0%","0.9%","0.0%","0.0%","0.0%","1.8%"
"Allegheny","Glen Montessori School","Kindergarten","28","96.4%","96.4%","96.4%","96.4%","0.0%","96.4%","","","","","0.0%","0.0%","3.6%","0.0%","0.0%","0.0%"
"Allegheny","Glen Montessori School","7th Grade","5","","","","","","","","","","","","","","","",""
"Allegheny","Goddard School - Gibsonia location","Kindergarten","13","","","","","","","","","","","","","","","",""
"Allegheny","Goddard School - Pittsburgh location","Kindergarten","4","","","","","","","","","","","","","","","",""
"Allegheny","Greater Works Christian School","Kindergarten","11","","","","","","","","","","","","","","","",""
"Allegheny","Greater Works Christian School","7th Grade","7","","","","","","","","","","","","","","","",""
"Allegheny","Greenock El Sch","Kindergarten","50","94.0%","94.0%","94.0%","94.0%","0.0%","94.0%","","","","","0.0%","4.0%","2.0%","0.0%","0.0%","0.0%"
"Allegheny","Guardian Angel Academy","Kindergarten","21","90.5%","90.5%","95.2%","100.0%","0.0%","95.2%","","","","","0.0%","0.0%","9.5%","0.0%","0.0%","0.0%"
"Allegheny","Guardian Angel Academy","7th Grade","29","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","96.6%","93.1%","","","0.0%","3.4%","3.4%","0.0%","0.0%","0.0%"
"Allegheny","Hampton HS","12th Grade","239","97.9%","96.7%","97.1%","97.9%","0.0%","97.9%","99.2%","","0.0%","92.9%","2.1%","4.6%","5.0%","0.0%","0.0%","0.0%"
"Allegheny","Hampton MS","7th Grade","205","96.1%","96.1%","96.1%","97.6%","0.0%","95.6%","92.7%","93.2%","","","1.0%","3.9%","3.4%","0.0%","0.0%","0.0%"
"Allegheny","Hance El Sch","Kindergarten","94","96.8%","96.8%","97.9%","100.0%","0.0%","97.9%","","","","","0.0%","1.1%","2.1%","0.0%","0.0%","0.0%"
"Allegheny","Hartwood El Sch","Kindergarten","70","94.3%","94.3%","94.3%","94.3%","0.0%","94.3%","","","","","0.0%","1.4%","0.0%","4.3%","0.0%","0.0%"
"Allegheny","Harvest Baptist Academy","Kindergarten","24","66.7%","45.8%","41.7%","62.5%","4.2%","41.7%","","","","","4.2%","50.0%","0.0%","4.2%","0.0%","0.0%"
"Allegheny","Harvest Baptist Academy","7th Grade","20","85.0%","65.0%","85.0%","80.0%","0.0%","85.0%","60.0%","55.0%","","","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Harvest Baptist Academy","12th Grade","9","","","","","","","","","","","","","","","",""
"Allegheny","Highcliff El Sch","Kindergarten","75","94.7%","94.7%","94.7%","90.7%","0.0%","94.7%","","","","","0.0%","8.0%","0.0%","1.3%","0.0%","0.0%"
"Allegheny","Highlands MS","7th Grade","149","88.6%","88.6%","88.6%","88.6%","0.0%","88.6%","88.6%","88.6%","","","0.0%","0.7%","4.7%","4.0%","0.0%","2.0%"
"Allegheny","Highlands SHS","12th Grade","157","96.2%","96.2%","96.2%","96.2%","0.0%","96.2%","96.2%","","0.0%","93.6%","0.0%","5.7%","0.0%","1.3%","0.0%","0.0%"
"Allegheny","Hillcrest Christian Academy","Kindergarten","30","90.0%","90.0%","90.0%","90.0%","0.0%","90.0%","","","","","0.0%","10.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Hillcrest Christian Academy","7th Grade","14","","","","","","","","","","","","","","","",""
"Allegheny","Hillcrest Christian Academy","12th Grade","3","","","","","","","","","","","","","","","",""
"Allegheny","Hillel Academy of Pittsburgh","Kindergarten","16","","","","","","","","","","","","","","","",""
"Allegheny","Hillel Academy of Pittsburgh","7th Grade","27","96.3%","96.3%","96.3%","92.6%","0.0%","92.6%","92.6%","88.9%","","","0.0%","0.0%","3.7%","0.0%","0.0%","7.4%"
"Allegheny","Hillel Academy of Pittsburgh","12th Grade","8","","","","","","","","","","","","","","","",""
"Allegheny","Holy Cross Academy","Kindergarten","41","92.7%","92.7%","95.1%","95.1%","0.0%","95.1%","","","","","0.0%","7.3%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Holy Cross Academy","7th Grade","19","","","","","","","","","","","","","","","",""
"Allegheny","Holy Family Catholic School","Kindergarten","27","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Holy Family Catholic School","7th Grade","19","","","","","","","","","","","","","","","",""
"Allegheny","Holy Family Institute Specialized Learning","7th Grade","1","","","","","","","","","","","","","","","",""
"Allegheny","Holy Family Institute Specialized Learning","12th Grade","3","","","","","","","","","","","","","","","",""
"Allegheny","Homeville El Sch","Kindergarten","102","97.1%","97.1%","97.1%","97.1%","0.0%","97.1%","","","","","0.0%","2.9%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Hoover El Sch","Kindergarten","48","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","2.1%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Hosack El Sch","Kindergarten","43","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Howe El Sch","Kindergarten","51","94.1%","94.1%","94.1%","96.1%","0.0%","94.1%","","","","","0.0%","3.9%","2.0%","0.0%","0.0%","0.0%"
"Allegheny","Imani Christian Academy","Kindergarten","8","","","","","","","","","","","","","","","",""
"Allegheny","Imani Christian Academy","7th Grade","8","","","","","","","","","","","","","","","",""
"Allegheny","Imani Christian Academy","12th Grade","9","","","","","","","","","","","","","","","",""
"Allegheny","Independence MS","7th Grade","319","93.1%","91.5%","90.6%","92.2%","0.3%","90.3%","93.4%","94.0%","","","0.3%","1.9%","5.6%","5.3%","0.0%","0.0%"
"Allegheny","Ingomar El Sch","Kindergarten","38","100.0%","100.0%","97.4%","100.0%","0.0%","97.4%","","","","","2.6%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Ingomar MS","7th Grade","188","97.9%","97.3%","98.9%","97.3%","0.0%","98.4%","97.3%","97.3%","","","0.5%","2.7%","1.1%","0.0%","0.0%","1.1%"
"Allegheny","J H Brooks El Sch","Kindergarten","77","88.3%","88.3%","96.1%","96.1%","0.0%","93.5%","","","","","0.0%","1.3%","0.0%","10.4%","0.0%","0.0%"
"Allegheny","J.A. Allard El Sch","Kindergarten","52","98.1%","98.1%","98.1%","98.1%","0.0%","98.1%","","","","","1.9%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","J.E. Harrison MS","7th Grade","381","98.2%","97.6%","98.7%","98.7%","0.0%","98.7%","95.3%","95.3%","","","0.3%","1.3%","0.0%","0.0%","0.0%","5.8%"
"Allegheny","Jefferson El Sch","Kindergarten","35","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Jefferson MS","7th Grade","226","96.0%","96.0%","96.0%","95.6%","2.7%","94.7%","94.2%","94.2%","","","0.0%","4.9%","0.9%","0.0%","0.0%","0.0%"
"Allegheny","Kelly Primary Sch","Kindergarten","55","94.5%","94.5%","96.4%","96.4%","0.0%","96.4%","","","","","0.0%","3.6%","0.0%","1.8%","0.0%","0.0%"
"Allegheny","Kentucky Avenue School","Kindergarten","12","","","","","","","","","","","","","","","",""
"Allegheny","Kentucky Avenue School","7th Grade","4","","","","","","","","","","","","","","","",""
"Allegheny","Kerr El Sch","Kindergarten","72","94.4%","94.4%","95.8%","95.8%","0.0%","95.8%","","","","","0.0%","0.0%","4.2%","1.4%","0.0%","0.0%"
"Allegheny","Keystone Oaks HS","12th Grade","143","99.3%","97.9%","99.3%","98.6%","0.0%","98.6%","97.9%","","18.9%","80.4%","0.7%","1.4%","1.4%","0.7%","0.0%","18.9%"
"Allegheny","Keystone Oaks MS","7th Grade","174","93.1%","98.3%","98.9%","97.7%","0.0%","98.9%","93.1%","92.0%","","","1.1%","1.7%","4.0%","2.9%","0.0%","1.1%"
"Allegheny","Learning Tree","Kindergarten","6","","","","","","","","","","","","","","","",""
"Allegheny","Life Male STEAM Academy CS","7th Grade","25","88.0%","88.0%","88.0%","88.0%","0.0%","88.0%","88.0%","88.0%","","","0.0%","0.0%","12.0%","0.0%","0.0%","0.0%"
"Allegheny","Lincoln El Sch","Kindergarten","67","98.5%","98.5%","98.5%","100.0%","0.0%","98.5%","","","","","0.0%","0.0%","1.5%","0.0%","0.0%","0.0%"
"Allegheny","Linton MS","7th Grade","221","97.3%","97.3%","97.3%","97.3%","0.0%","97.3%","97.3%","97.3%","","","0.9%","2.3%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Logan El Sch","Kindergarten","104","73.1%","71.2%","72.1%","81.7%","0.0%","73.1%","","","","","0.0%","0.0%","3.8%","19.2%","0.0%","14.4%"
"Allegheny","Margaret Shadick Cyert Ctr for Early Ed & Prog","Kindergarten","9","","","","","","","","","","","","","","","",""
"Allegheny","Markham El Sch","Kindergarten","51","98.0%","100.0%","100.0%","96.1%","0.0%","98.0%","","","","","0.0%","0.0%","2.0%","3.9%","0.0%","0.0%"
"Allegheny","Marshall El Sch","Kindergarten","97","94.8%","93.8%","93.8%","93.8%","0.0%","93.8%","","","","","0.0%","4.1%","1.0%","0.0%","0.0%","1.0%"
"Allegheny","Marshall MS","7th Grade","283","98.9%","98.2%","98.2%","98.6%","1.4%","96.5%","96.1%","95.8%","","","0.4%","2.5%","2.8%","0.0%","0.0%","0.4%"
"Allegheny","Marzolf Primary Sch","Kindergarten","83","97.6%","97.6%","95.2%","100.0%","0.0%","95.2%","","","","","1.2%","1.2%","0.0%","2.4%","0.0%","0.0%"
"Allegheny","McAnnulty El Sch","Kindergarten","314","95.5%","95.9%","97.5%","98.1%","0.3%","97.5%","","","","","0.0%","0.3%","2.2%","1.6%","0.0%","0.3%"
"Allegheny","McClellan El Sch","Kindergarten","111","94.6%","94.6%","94.6%","94.6%","0.0%","94.6%","","","","","0.0%","3.6%","1.8%","0.0%","0.0%","0.0%"
"Allegheny","McCormick El Sch","Kindergarten","65","98.5%","98.5%","96.9%","98.5%","0.0%","98.5%","","","","","1.5%","1.5%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","McIntyre El Sch","Kindergarten","107","94.4%","92.5%","93.5%","96.3%","0.0%","93.5%","","","","","1.9%","0.0%","4.7%","1.9%","0.0%","0.0%"
"Allegheny","McKee El Sch","Kindergarten","75","96.0%","96.0%","98.7%","96.0%","1.3%","96.0%","","","","","2.7%","0.0%","1.3%","5.3%","0.0%","0.0%"
"Allegheny","McKeesport Area SHS","12th Grade","220","74.5%","74.5%","74.5%","74.5%","0.0%","74.5%","74.5%","","0.0%","74.5%","0.0%","1.4%","2.3%","0.0%","0.0%","21.8%"
"Allegheny","McKeesport Area Tech Ctr","12th Grade","220","74.5%","74.5%","74.5%","74.5%","0.0%","74.5%","74.5%","","0.0%","74.5%","0.0%","1.4%","2.3%","0.0%","0.0%","21.8%"
"Allegheny","McKnight El Sch","Kindergarten","112","94.6%","94.6%","94.6%","96.4%","0.9%","94.6%","","","","","0.0%","3.6%","0.0%","0.0%","0.0%","1.8%"
"Allegheny","Mellon MS","7th Grade","229","98.3%","97.8%","97.8%","97.8%","0.0%","97.8%","97.4%","97.8%","","","0.4%","2.2%","1.7%","0.4%","0.0%","0.0%"
"Allegheny","Montessori Centre Academy Inc","Kindergarten","10","","","","","","","","","","","","","","","",""
"Allegheny","Montessori Childrens Schoolhouse","Kindergarten","20","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Montour El Sch","Kindergarten","260","94.6%","94.6%","94.2%","95.4%","0.0%","93.1%","","","","","0.0%","0.8%","2.7%","1.2%","0.0%","3.5%"
"Allegheny","Montour HS","12th Grade","250","99.2%","99.6%","99.6%","100.0%","0.0%","99.6%","98.4%","","4.4%","95.6%","0.4%","1.2%","4.4%","0.8%","0.0%","4.4%"
"Allegheny","Moon Area Upper MS","7th Grade","286","98.3%","97.9%","97.9%","97.9%","0.3%","96.5%","95.5%","95.5%","","","0.7%","3.1%","0.7%","0.7%","0.0%","0.3%"
"Allegheny","Moon SHS","12th Grade","321","99.1%","97.8%","96.9%","96.9%","1.2%","96.6%","96.9%","","0.6%","95.0%","0.9%","1.2%","2.2%","0.3%","0.0%","0.0%"
"Allegheny","Moore Sch","Kindergarten","47","95.7%","95.7%","100.0%","100.0%","0.0%","97.9%","","","","","0.0%","0.0%","0.0%","6.4%","0.0%","0.0%"
"Allegheny","Mother of Mercy Academy","Kindergarten","26","84.6%","84.6%","84.6%","92.3%","0.0%","84.6%","","","","","0.0%","15.4%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Mother of Mercy Academy","7th Grade","19","","","","","","","","","","","","","","","",""
"Allegheny","Mount Lebanon Montessori School","Kindergarten","13","","","","","","","","","","","","","","","",""
"Allegheny","Mt Lebanon SHS","12th Grade","452","98.2%","96.5%","98.0%","96.7%","0.7%","97.1%","96.9%","","0.0%","96.0%","0.9%","2.7%","3.1%","0.4%","0.0%","0.0%"
"Allegheny","Myrtle Ave Sch","Kindergarten","57","98.2%","100.0%","98.2%","100.0%","0.0%","98.2%","","","","","0.0%","0.0%","1.8%","1.8%","0.0%","0.0%"
"Allegheny","Nazareth Prep","12th Grade","18","","","","","","","","","","","","","","","",""
"Allegheny","Neighborhood Academy","7th Grade","29","62.1%","62.1%","62.1%","62.1%","0.0%","65.5%","62.1%","62.1%","","","0.0%","10.3%","0.0%","0.0%","0.0%","27.6%"
"Allegheny","Neighborhood Academy","12th Grade","14","","","","","","","","","","","","","","","",""
"Allegheny","New Story","Kindergarten","2","","","","","","","","","","","","","","","",""
"Allegheny","New Story","7th Grade","8","","","","","","","","","","","","","","","",""
"Allegheny","New Story","12th Grade","7","","","","","","","","","","","","","","","",""
"Allegheny","Noahs Ark Preschool/St Stephen Kindergarten","Kindergarten","7","","","","","","","","","","","","","","","",""
"Allegheny","North Allegheny HS","12th Grade","667","98.5%","98.1%","97.6%","98.5%","1.0%","96.1%","97.9%","","0.0%","97.0%","1.6%","2.4%","2.8%","0.0%","0.0%","0.4%"
"Allegheny","North Hills MS","7th Grade","377","97.6%","97.6%","97.6%","97.9%","1.3%","95.5%","96.0%","96.0%","","","0.0%","2.7%","1.6%","0.0%","0.0%","0.0%"
"Allegheny","North Hills SHS","12th Grade","343","96.8%","96.2%","96.8%","95.3%","0.0%","95.6%","97.7%","","1.7%","93.6%","0.3%","2.9%","2.9%","0.0%","0.0%","0.0%"
"Allegheny","North Pittsburgh Childrens House","Kindergarten","9","","","","","","","","","","","","","","","",""
"Allegheny","Northgate MSHS","7th Grade","73","97.3%","97.3%","97.3%","93.2%","0.0%","95.9%","91.8%","89.0%","","","0.0%","2.7%","2.7%","0.0%","0.0%","8.2%"
"Allegheny","Northgate MSHS","12th Grade","82","100.0%","98.8%","100.0%","100.0%","0.0%","100.0%","100.0%","","0.0%","95.1%","0.0%","0.0%","2.4%","1.2%","0.0%","1.2%"
"Allegheny","Northside Catholic Assumption Academy","Kindergarten","17","","","","","","","","","","","","","","","",""
"Allegheny","Northside Catholic Assumption Academy","7th Grade","16","","","","","","","","","","","","","","","",""
"Allegheny","O'Block El Sch","Kindergarten","88","97.7%","97.7%","97.7%","97.7%","0.0%","97.7%","","","","","0.0%","1.1%","1.1%","0.0%","0.0%","0.0%"
"Allegheny","OHara El Sch","Kindergarten","130","96.9%","96.9%","96.9%","96.9%","0.0%","96.9%","","","","","0.0%","1.5%","1.5%","0.0%","0.0%","0.0%"
"Allegheny","Oakland Catholic High School","12th Grade","106","98.1%","98.1%","99.1%","98.1%","0.0%","98.1%","98.1%","","0.9%","91.5%","0.0%","0.0%","4.7%","0.0%","0.0%","2.8%"
"Allegheny","Osborne El Sch","Kindergarten","60","90.0%","90.0%","93.3%","98.3%","0.0%","90.0%","","","","","0.0%","0.0%","1.7%","8.3%","0.0%","0.0%"
"Allegheny","Our Lady Sacred Heart HS","12th Grade","88","97.7%","97.7%","96.6%","97.7%","0.0%","96.6%","93.2%","","2.3%","85.2%","0.0%","14.8%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Pace School","Kindergarten","5","","","","","","","","","","","","","","","",""
"Allegheny","Pace School","7th Grade","10","","","","","","","","","","","","","","","",""
"Allegheny","Pace School","12th Grade","17","","","","","","","","","","","","","","","",""
"Allegheny","Park El Sch","Kindergarten","78","94.9%","94.9%","94.9%","94.9%","0.0%","94.9%","","","","","2.6%","2.6%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Passport Academy CS","12th Grade","86","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","94.2%","","0.0%","89.5%","0.0%","0.0%","10.5%","0.0%","0.0%","0.0%"
"Allegheny","Peebles El Sch","Kindergarten","64","96.9%","96.9%","96.9%","98.4%","0.0%","96.9%","","","","","0.0%","3.1%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Penn Hills CS of Entrepreneurship","Kindergarten","66","97.0%","97.0%","93.9%","95.5%","0.0%","93.9%","","","","","0.0%","1.5%","4.5%","0.0%","0.0%","0.0%"
"Allegheny","Penn Hills CS of Entrepreneurship","7th Grade","59","100.0%","100.0%","98.3%","98.3%","0.0%","98.3%","93.2%","93.2%","","","0.0%","1.7%","5.1%","0.0%","0.0%","0.0%"
"Allegheny","Penn Hills El Sch","Kindergarten","223","66.8%","68.6%","67.7%","72.2%","0.0%","66.4%","","","","","0.0%","2.2%","0.0%","0.0%","0.0%","42.2%"
"Allegheny","Penn Hills SHS","12th Grade","304","98.4%","98.4%","98.4%","98.4%","0.0%","98.4%","98.4%","","98.4%","0.0%","0.0%","1.6%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Penn Woods Classical Academy","Kindergarten","20","65.0%","65.0%","60.0%","60.0%","0.0%","60.0%","","","","","0.0%","40.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Pennsylvania Distance Learning CS","Kindergarten","69","79.7%","79.7%","79.7%","79.7%","0.0%","79.7%","","","","","0.0%","17.4%","0.0%","2.9%","0.0%","0.0%"
"Allegheny","Pennsylvania Distance Learning CS","7th Grade","122","82.0%","82.0%","82.0%","82.0%","0.0%","82.0%","67.2%","65.6%","","","0.0%","13.9%","0.8%","3.3%","0.0%","16.4%"
"Allegheny","Pennsylvania Distance Learning CS","12th Grade","112","79.5%","79.5%","79.5%","79.5%","0.0%","79.5%","79.5%","","0.0%","64.3%","0.0%","17.0%","0.9%","2.7%","0.0%","15.2%"
"Allegheny","Pine-Richland HS","12th Grade","345","97.1%","97.1%","96.5%","97.1%","0.6%","96.2%","96.8%","","46.4%","46.4%","1.4%","4.1%","2.9%","0.0%","0.0%","0.0%"
"Allegheny","Pine-Richland MS","7th Grade","373","98.9%","98.4%","98.1%","98.1%","0.3%","98.1%","95.4%","96.0%","","","1.3%","1.1%","2.9%","0.0%","0.0%","0.0%"
"Allegheny","Pittsburgh Allderdice HS","12th Grade","305","99.3%","98.4%","99.7%","98.4%","3.0%","96.7%","99.3%","","2.3%","97.7%","0.7%","1.3%","0.0%","1.0%","0.0%","0.0%"
"Allegheny","Pittsburgh Allegheny 6-8","7th Grade","48","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","95.8%","95.8%","","","0.0%","0.0%","0.0%","0.0%","0.0%","4.2%"
"Allegheny","Pittsburgh Allegheny K-5","Kindergarten","70","100.0%","88.6%","91.4%","95.7%","0.0%","91.4%","","","","","0.0%","0.0%","2.9%","0.0%","0.0%","15.7%"
"Allegheny","Pittsburgh Arlington K-8","Kindergarten","38","76.3%","78.9%","78.9%","97.4%","0.0%","78.9%","","","","","0.0%","0.0%","0.0%","2.6%","0.0%","21.1%"
"Allegheny","Pittsburgh Arlington K-8","7th Grade","36","72.2%","72.2%","72.2%","72.2%","0.0%","72.2%","69.4%","69.4%","","","0.0%","0.0%","2.8%","0.0%","0.0%","27.8%"
"Allegheny","Pittsburgh Arsenal 6-8","7th Grade","39","100.0%","92.3%","94.9%","97.4%","0.0%","97.4%","84.6%","79.5%","","","2.6%","0.0%","10.3%","0.0%","0.0%","43.6%"
"Allegheny","Pittsburgh Arsenal K-5","Kindergarten","162","98.8%","99.4%","99.4%","98.8%","0.0%","99.4%","","","","","0.0%","0.0%","0.0%","0.6%","0.0%","1.2%"
"Allegheny","Pittsburgh Banksville K-5","Kindergarten","56","75.0%","67.9%","80.4%","89.3%","5.4%","64.3%","","","","","0.0%","0.0%","0.0%","1.8%","0.0%","50.0%"
"Allegheny","Pittsburgh Beechwood K-5","Kindergarten","46","89.1%","91.3%","91.3%","91.3%","87.0%","0.0%","","","","","0.0%","2.2%","0.0%","6.5%","0.0%","6.5%"
"Allegheny","Pittsburgh Brashear HS","12th Grade","193","82.4%","83.9%","99.0%","95.3%","2.1%","91.7%","97.4%","","32.6%","61.1%","2.6%","1.0%","0.5%","17.6%","0.0%","10.4%"
"Allegheny","Pittsburgh Brookline K-8","Kindergarten","46","97.8%","95.7%","95.7%","97.8%","0.0%","95.7%","","","","","0.0%","2.2%","0.0%","0.0%","0.0%","2.2%"
"Allegheny","Pittsburgh Brookline K-8","7th Grade","46","97.8%","97.8%","97.8%","97.8%","0.0%","97.8%","93.5%","93.5%","","","0.0%","0.0%","4.3%","0.0%","0.0%","4.3%"
"Allegheny","Pittsburgh CAPA 6-12","7th Grade","102","97.1%","97.1%","97.1%","97.1%","0.0%","97.1%","97.1%","97.1%","","","0.0%","1.0%","1.0%","97.1%","0.0%","0.0%"
"Allegheny","Pittsburgh CAPA 6-12","12th Grade","135","95.6%","95.6%","95.6%","95.6%","0.0%","95.6%","95.6%","","0.0%","95.6%","0.0%","2.2%","0.7%","0.0%","0.0%","2.2%"
"Allegheny","Pittsburgh Carmalt K-8","Kindergarten","65","96.9%","100.0%","100.0%","98.5%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","4.6%","0.0%","0.0%"
"Allegheny","Pittsburgh Carmalt K-8","7th Grade","48","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Allegheny","Pittsburgh Carrick HS","12th Grade","95","96.8%","93.7%","97.9%","96.8%","1.1%","97.9%","94.7%","","5.3%","89.5%","0.0%","0.0%","6.3%","0.0%","0.0%","2.1%"
