Facility Number,School District or Name,Facility Address,County,School Type,MMR Vaccination Rate,Age Group
,DESERT VALLEY ELEMENTARY SCHOOL - 85304,12901 N 63RD AVE,MARICOPA,PUBLIC,90.48,Kindergarten
,DESERT VIEW ACADEMY,3777 W 16TH ST,YUMA,CHARTER,96.30,Kindergarten
,DESERT VIEW ELEMENTARY - SAN LUIS,1508 N 10TH AVE,YUMA,PUBLIC,97.98,Kindergarten
,DESERT VIEW ELEMENTARY SCHOOL - PHOENIX,8621 N 3RD ST,MARICOPA,PUBLIC,93.18,Kindergarten
,DESERT VIEW LEARNING CENTER,4027 E LINCOLN DR,MARICOPA,PRIVATE,83.33,Kindergarten
,DESERT VISTA ELEMENTARY SCHOOL,3701 E BROADWAY AVE,PINAL,PUBLIC,92.31,Kindergarten
,DESERT WILLOW ELEMENTARY SCHOOL - CASA GRANDE,2172N ARIZOLA RD,PINAL,PUBLIC,95.77,Kindergarten
,DESERT WILLOW ELEMENTARY SCHOOL - CAVE CREEK,4322 E DESERT WILLOW PKWY,MARICOPA,PUBLIC,90.00,Kindergarten
,DESERT WILLOW ELEMENTARY SCHOOL - KINGMAN,3700 PROSPECTOR ST,MOHAVE,PUBLIC,73.33,Kindergarten
,DESERT WILLOW ELEMENTARY SCHOOL - TUCSON,9400 E ESMOND LOOP,PIMA,PUBLIC,96.75,Kindergarten
,DESTINY SCHOOL,22 PRICKLY PEAR DR,GILA,CHARTER,86.36,Kindergarten
,DIAMOND CANYON ELEMENTARY,40004 NORTH LIBERTY BELL WAY,MARICOPA,PUBLIC,83.64,Kindergarten
,DIAMONDBACK ELEMENTARY SCHOOL,2550 TESOTA WAY,MOHAVE,PUBLIC,89.86,Kindergarten
,DIETZ K-8 SCHOOL,7575 E PALMA ST,PIMA,PUBLIC,100.00,Kindergarten
,DILWORTH BRINTON ELEMENTARY,11455 E SUNLAND AVE,MARICOPA,PUBLIC,85.19,Kindergarten
,DISCOVERY PLUS ACADEMY,852 W 250 N,GRAHAM,CHARTER,80.00,Kindergarten
,DISCOVERY SCHOOL,7910 W MARYLAND AVE,MARICOPA,PUBLIC,80.85,Kindergarten
,DOBSON MONTESSORI SCHOOL-85210,745 S EXTENSION RD,MARICOPA,PRIVATE,73.33,Kindergarten
,DOROTHY HALL ELEMENTARY,5777 E 45TH PLACE,YUMA,PUBLIC,94.38,Kindergarten
,DOROTHY STINSON SCHOOL,2013 S 8TH AVE,GRAHAM,PUBLIC,94.20,Kindergarten
,DOS RIOS ELEMENTARY,2150 S 87TH AVE,MARICOPA,PUBLIC,100.00,Kindergarten
,DOVE MOUNTAIN K-8,5650 W MOORE RD,PIMA,PUBLIC,93.55,Kindergarten
,DR DANIEL BRIGHT ELEMENTARY SCHOOL,1500 S MONTE TESORO DR,YAVAPAI,PUBLIC,73.44,Kindergarten
,DR HOWARD K CONLEY ELEMENTARY SCHOOL,500 S ARROWHEAD DR,MARICOPA,PUBLIC,92.47,Kindergarten
,DR. CHARLES A. BEJARANO ELEMENTARY SCHOOL,4635 E RAGUS RD B,GILA,PUBLIC,91.67,Kindergarten
,DR. GARY AND ANNETTE AUXIER ELEMENTARY SCHOOL,22700 S POWER RD,MARICOPA,PUBLIC,87.50,Kindergarten
,DRACHMAN PRIMARY MAGNET SCHOOL,1085 S 10TH AVE,PIMA,PUBLIC,94.44,Kindergarten
,DREAM CITY CHRISTIAN SCHOOLS,21000 N 75TH AVE,MARICOPA,PRIVATE,69.35,Kindergarten
,DREAMING SUMMIT ELEMENTARY,13335 W MISSOURI AVE,MARICOPA,PUBLIC,80.00,Kindergarten
,DREXEL ELEMENTARY SCHOOL,801 E DREXEL RD,PIMA,PUBLIC,92.31,Kindergarten
,DUNCAN ELEMENTARY SCHOOL,MCGRATH AVE,GREENLEE,PUBLIC,86.96,Kindergarten
,DUNHAM ELEMENTARY SCHOOL,9850 E 29TH ST,PIMA,PUBLIC,91.67,Kindergarten
,DWIGHT PATTERSON ELEMENTARY,615 S CHESHIRE,MARICOPA,PUBLIC,91.18,Kindergarten
,E C NASH SCHOOL,515 W KELSO ST,PIMA,PUBLIC,90.91,Kindergarten
,EAGLE COLLEGE PREP - MARYVALE,3950 N 53RD AVE,MARICOPA,CHARTER,100.00,Kindergarten
,EAGLE COLLEGE PREP - MESA,1619 E MAIN ST,MARICOPA,CHARTER,90.91,Kindergarten
,EAGLE COLLEGE PREP - S MOUNTAIN,2450 W SOUTH MOUNTAIN AVE,MARICOPA,CHARTER,87.72,Kindergarten
,EAGLE RIDGE ELEMENTARY SCHOOL - PHONEIX,19801 N 13TH ST,MARICOPA,PUBLIC,88.24,Kindergarten
,EAGLERIDGE ENRICHMENT PROGRAM - MESA,1313 W MEDINA AVE,MARICOPA,PUBLIC,55.74,Kindergarten
,ECHO CANYON K-8 - SCOTTSDALE,4330 NORTH 62ND STREET,MARICOPA,PUBLIC,92.86,Kindergarten
,ED & VERMA PASTOR ELEMENTARY SCHOOL,2101 W ALTA VISTA RD,MARICOPA,PUBLIC,98.00,Kindergarten
,ED PASTOR ELEMENTARY 4,985 N 6TH AVE,YUMA,PUBLIC,100.00,Kindergarten
,EDISON ELEMENTARY SCHOOL,545 N HORNE,MARICOPA,PUBLIC,95.95,Kindergarten
,EDISON SCHOOL OF INNOVATION,8340 W NORTHERN AVE,MARICOPA,CHARTER,91.18,Kindergarten
,EDUPRIZE SCHOOL - GILBERT,580 W MELODY DR,MARICOPA,CHARTER,85.59,Kindergarten
,EDUPRIZE SCHOOL - QUEEN CREEK,4567 W ROBERTS RD,PINAL,CHARTER,82.73,Kindergarten
,EISENHOWER ELEMENTARY SCHOOL,848 N MESA DR,MARICOPA,PUBLIC,92.16,Kindergarten
,EL CAPITAN PUBLIC SCHOOL,255 N COTTONWOOD ST,MOHAVE,PUBLIC,17.14,Kindergarten
,EL MIRAGE ELEMENTARY SCHOOL,12308 W THUNDERBIRD RD,MARICOPA,PUBLIC,96.58,Kindergarten
,ELGIN ELEMENTARY SCHOOL,23 ELGIN ROAD,SANTA CRUZ,PUBLIC,90.91,Kindergarten
,ELLSWORTH ELEMENTARY,38454 N CAROLINA AVE,PINAL,PUBLIC,92.68,Kindergarten
,ELVIRA ELEMENTARY SCHOOL,250 W ELVIRA RD,PIMA,PUBLIC,96.84,Kindergarten
,EMERSON ELEMENTARY SCHOOL,415 N WESTWOOD RD,MARICOPA,PUBLIC,92.59,Kindergarten
,EMMANUEL CHRISTIAN ACADEMY,3120 HUALAPAI MOUNTAIN RD,MOHAVE,PRIVATE,55.56,Kindergarten
,EMMANUEL LUTHERAN SCHOOL,715 W SOUTHERN AVE,MARICOPA,PRIVATE,81.82,Kindergarten
,EMMAUS LUTHERAN SCHOOL,3841 W SWEETWATER AVE,MARICOPA,PRIVATE,83.33,Kindergarten
,EMPOWER COLLEGE PREP,2411 W COLTER ST,MARICOPA,CHARTER,66.18,Kindergarten
,ENCANTO ELEMENTARY SCHOOL,1420 W OSBORN RD,MARICOPA,PUBLIC,92.31,Kindergarten
,ENTZ ELEMENTARY SCHOOL,4132 E ADOBE ST,MARICOPA,PUBLIC,79.10,Kindergarten
,ESMOND STATION SCHOOL,9400 S ATTERBURY WASH WAY,PIMA,PUBLIC,98.53,Kindergarten
,ESPERANZA ELEMENTARY SCHOOL - 85706,2353 E BANTAM,PIMA,PUBLIC,98.41,Kindergarten
,ESPERANZA ELEMENTARY SCHOOL-85009,3025 W MCDOWELL RD,MARICOPA,PUBLIC,95.24,Kindergarten
,ESPERANZA ELEMENTARY SCHOOL-85027,251 W MOHAWK LN,MARICOPA,PUBLIC,93.75,Kindergarten
,ESTRELLA FOOTHILLS GLOBAL ACADEMY,5400 W CARVER ROAD,MARICOPA,PUBLIC,87.00,Kindergarten
,ESTRELLA MOUNTAIN ELEMENTARY SCHOOL,10301 S SAN MIGUEL,MARICOPA,PUBLIC,87.80,Kindergarten
,ETHOS ACADEMY,8840 N. 43RD AVE,MARICOPA,CHARTER,70.83,Kindergarten
,EVA MARSHALL ELEMENTARY SCHOOL,850 N BONITO ST,COCONINO,PUBLIC,94.64,Kindergarten
,EXCELENCIA SCHOOL,2181 E MCDOWELL RD,MARICOPA,PUBLIC,94.44,Kindergarten
,FAITH COMMUNITY ACADEMY - 85741,2551 W ORANGE GROVE,PIMA,PRIVATE,64.29,Kindergarten
,FAITH MATHER SOSSAMAN ELEMENTARY,22801 E VIA DEL JARDIN,MARICOPA,PUBLIC,92.25,Kindergarten
,FALCON HILL ELEMENTARY SCHOOL,1645 N STERLING ST,MARICOPA,PUBLIC,91.18,Kindergarten
,FAMILY LIFE ACADEMY,530 S PANTANO RD,PIMA,PRIVATE,89.47,Kindergarten
,FARAS ELEMENTARY SCHOOL,410 W FIR AVE,COCHISE,PUBLIC,100.00,Kindergarten
,FESTIVAL FOOTHILLS ELEMENTARY SCHOOL-85396,26252 W DESERT VISTA BLVD,MARICOPA,PUBLIC,86.11,Kindergarten
,FIELD ELEMENTARY SCHOOL,2325 E ADOBE ST,MARICOPA,PUBLIC,96.49,Kindergarten
,FINLEY FARMS ELEMENTARY,375 S COLUMBUS DR,MARICOPA,PUBLIC,93.75,Kindergarten
,FIRESIDE ELEMENTARY SCHOOL,3725 E LONE CACTUS DR,MARICOPA,PUBLIC,89.77,Kindergarten
,FIRST BAPTIST CHRISTIAN ACADEMY,1447 S 7TH ST,COCHISE,PRIVATE,92.31,Kindergarten
,FLAGSTAFF CHRISTIAN SCHOOL,3500 N 4TH STREET,COCONINO,PRIVATE,65.38,Kindergarten
,FLAGSTAFF JUNIOR ACADEMY ELEMENTARY CAMPUS,306 W CEDAR AVE,COCONINO,PUBLIC,94.12,Kindergarten
,FLORA THEW ELEMENTARY SCHOOL,2130 E HOWE AVE,MARICOPA,PUBLIC,92.42,Kindergarten
,FOOTHILLS ELEMENTARY SCHOOL-85306,15808 N 63RD AVE,MARICOPA,PUBLIC,88.24,Kindergarten
,FORD ELEMENTARY SCHOOL,8001 E STELLA RD,PIMA,PUBLIC,90.63,Kindergarten
,FORT MOHAVE ELEMENTARY SCHOOL,1760 JOY LN,MOHAVE,PUBLIC,89.36,Kindergarten
,FORT THOMAS ELEMENTARY SCHOOL,15560 W ELEMENTARY RD,GRAHAM,PUBLIC,95.45,Kindergarten
,FOUR PEAKS ELEMENTARY SCHOOL - N IDAHO RD,1755 N IDAHO RD,PINAL,PUBLIC,90.00,Kindergarten
,FOWLER ELEMENTARY SCHOOL,6707 W VAN BUREN ST,MARICOPA,PUBLIC,96.92,Kindergarten
,FRANCES BRANDEN-PICKETT ELEMENTARY,22706 E VILLAGE LOOP,MARICOPA,PUBLIC,86.11,Kindergarten
,FRANCES J WARREN ELEMENTARY SCHOOL,3505 W MILTON RD,PIMA,PUBLIC,85.71,Kindergarten
,FRANCES OWEN HOLAWAY ELEMENTARY SCHOOL,3500 N CHERRY AVE,PIMA,PUBLIC,93.75,Kindergarten
,FRANK BORMAN MIDDLE SCHOOL,3637 N 55TH AVE,MARICOPA,PUBLIC,98.84,Kindergarten
,FRANK ELEMENTARY SCHOOL,8409 S AVENIDA DEL YAQUI,MARICOPA,PUBLIC,97.33,Kindergarten
,FRANKLIN ACCELERATED ACADEMY - DOWNTOWN CAMPUS,236 S SIRRINE,MARICOPA,PUBLIC,87.27,Kindergarten
,FRANKLIN ACCELERATED ACADEMY - JORDAN CAMPUS,3320 N CARRIAGE LN,MARICOPA,PUBLIC,100.00,Kindergarten
,FRANKLIN AT BRIMHALL ELEMENTARY SCHOOL,4949 E SOUTHERN RD,MARICOPA,PUBLIC,88.10,Kindergarten
,FRANKLIN ELEMENTARY SCHOOL,1753 E 8TH AVE,MARICOPA,PUBLIC,93.02,Kindergarten
,FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,YAVAPAI,CHARTER,70.00,Kindergarten
,FRANKLIN PHONETIC PRIMARY SCHOOL SUNNYSLOPE,9317 N 2ND ST,MARICOPA,CHARTER,69.23,Kindergarten
,FREEDOM ACADEMY - E PARADISE LN,3916 E PARADISE LN,MARICOPA,CHARTER,75.00,Kindergarten
,FREEDOM CHRISTIAN ACADEMY,11750 S MESA DRIVE,YUMA,PRIVATE,63.64,Kindergarten
,FREEDOM ELEMENTARY SCHOOL - 85326,22150 W. SUNDANCE PKWY S,MARICOPA,PUBLIC,89.58,Kindergarten
,FREEDOM TRADITIONAL ACADEMY - 85374,16066 N. PARKVIEW PLACE,MARICOPA,PUBLIC,88.24,Kindergarten
,FRUCHTHENDLER ELEMENTARY SCHOOL,7470 E CLOUD RD,PIMA,PUBLIC,87.18,Kindergarten
,FRYE ELEMENTARY SCHOOL,801 E FRYE RD,MARICOPA,PUBLIC,100.00,Kindergarten
,FULLER ELEMENTARY SCHOOL,1975 E CORNELL DR,MARICOPA,PUBLIC,97.70,Kindergarten
,G FRANK DAVIDSON,6935 W OSBORN RD,MARICOPA,PUBLIC,86.25,Kindergarten
,GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,YUMA,PUBLIC,100.00,Kindergarten
,GALE ELEMENTARY SCHOOL,678 S GOLLOB RD,PIMA,PUBLIC,100.00,Kindergarten
,GALLEGO BASIC ELEMENTARY SCHOOL,6200 S HEMISPHERE PL,PIMA,PUBLIC,98.25,Kindergarten
,GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,MARICOPA,PUBLIC,96.49,Kindergarten
,GANADO PRIMARY SCHOOL,HWY 264,APACHE,PUBLIC,96.55,Kindergarten
,GARDEN LAKES ELEMENTARY SCHOOL,10825 W GARDEN LAKES PKWY,MARICOPA,PUBLIC,86.14,Kindergarten
,GARFIELD SCHOOL,811 N 13TH ST,MARICOPA,PUBLIC,95.56,Kindergarten
,GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,PUBLIC,82.26,Kindergarten
,GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,MARICOPA,PUBLIC,91.74,Kindergarten
,GATEWAY POLYTECHNIC ACADEMY,5149 S SIGNAL BUTTE RD,MARICOPA,PUBLIC,86.14,Kindergarten
,GATEWAY SCHOOL,1100 N 35TH ST,MARICOPA,PUBLIC,82.61,Kindergarten
,GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,MARICOPA,PUBLIC,88.24,Kindergarten
,GEORGE WASHINGTON ACADEMY,1945 S 1ST EAST,NAVAJO,CHARTER,50.00,Kindergarten
,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,1341 5TH ST,YUMA,PUBLIC,93.18,Kindergarten
,GILA BEND ELEMENTARY SCHOOL,308 N MARTIN AVE,MARICOPA,CHARTER,85.71,Kindergarten
,GILA CROSSING COMMUNITY SCHOOL,4665 W PECOS RD,MARICOPA,PUBLIC,100.00,Kindergarten
,GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,MARICOPA,PRIVATE,58.18,Kindergarten
,GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,MARICOPA,PRIVATE,59.09,Kindergarten
,GILBERT CHRISTIAN SCHOOLS - VAL VISTA,22201 S VAL VISTA DR.,MARICOPA,PRIVATE,47.22,Kindergarten
,GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,MARICOPA,PUBLIC,96.43,Kindergarten
,GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,PIMA,PUBLIC,96.70,Kindergarten
,GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,MARICOPA,PUBLIC,46.03,Kindergarten
,GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,MARICOPA,PUBLIC,96.30,Kindergarten
,GLENN L DOWNS SCHOOL,3611 N 47TH AVE,MARICOPA,PUBLIC,98.41,Kindergarten
,GLENVIEW ADVENTIST SCHOOL,6801 N 43RD AVE,MARICOPA,PRIVATE,38.89,Kindergarten
,GLOBAL ACADEMY OF PHOENIX,4432 W MARYLAND AVE,MARICOPA,PUBLIC,95.35,Kindergarten
,GOWAN SCIENCE ACADEMY,1020 S AVENUE C,YUMA,PUBLIC,94.38,Kindergarten
,GRACE CHRISTIAN ACADEMY,1200 E SOUTHERN AVE,MARICOPA,PRIVATE,65.96,Kindergarten
,GRACE LUTHERAN SCHOOL,5600 W PALMAIRE AVE,MARICOPA,PRIVATE,80.00,Kindergarten
,GRANADA PRIMARY SCHOOL,3232 W CAMPBELL AVE,MARICOPA,PUBLIC,95.76,Kindergarten
,GRAND CANYON ELEMENTARY,1 BOULDER ST,COCONINO,PUBLIC,82.35,Kindergarten
,GRANVILLE ELEMENTARY,5350 STOVER DR,YAVAPAI,PUBLIC,84.38,Kindergarten
,GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,MARICOPA,PUBLIC,89.66,Kindergarten
,GREAT EXPECTATIONS ACADEMY,1466 W CAMINO ANTIGUA,PIMA,CHARTER,88.89,Kindergarten
,GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,MARICOPA,CHARTER,70.77,Kindergarten
,GREAT HEART ACADEMIES ARCHWAY LINCOLN,2250 S GILBERT RD,MARICOPA,CHARTER,90.57,Kindergarten
,GREAT HEARTS ACADEMIES - ARCHWAY ARETE GILBERT,4525 E BASELINE RD,MARICOPA,CHARTER,88.76,Kindergarten
,GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,2001 N BULLARD AVE,MARICOPA,CHARTER,85.42,Kindergarten
,GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,14100 N 32ND ST,MARICOPA,CHARTER,84.62,Kindergarten
,GREAT HEARTS ACADEMIES - ARCHWAY VERITAS,3102 N. 56TH ST,MARICOPA,CHARTER,84.62,Kindergarten
,GREAT HEARTS ANTHEM,3950 WEST ARROYO NORTE DRIVE,MARICOPA,CHARTER,76.54,Kindergarten
,GREAT HEARTS ONLINE - ARIZONA,4801 E WASHINGTON ST.,MARICOPA,CHARTER,35.71,Kindergarten
,GREAT HEARTS ROOSEVELT,555 SOUTH JACKRABBIT TRAIL,MARICOPA,CHARTER,85.12,Kindergarten
,GREENBRIER ELEMENTARY SCHOOL,6150 W GREENBRIER DR,MARICOPA,PUBLIC,87.50,Kindergarten
,GREENFIELD ELEMENTARY SCHOOL,2550 E ELLIOT RD,MARICOPA,PUBLIC,89.22,Kindergarten
,GREENWAY ACADEMY,19250 N 35TH AVE,MARICOPA,PRIVATE,81.82,Kindergarten
,GRIFFITH ELEMENTARY SCHOOL,4505 E PALM LN,MARICOPA,PUBLIC,44.12,Kindergarten
,H L SUVERKRUP ELEMENTARY SCHOOL,1590 S AVENUE C,YUMA,PUBLIC,98.21,Kindergarten
,HALE ELEMENTARY SCHOOL,1425 N 23RD ST,MARICOPA,PUBLIC,98.11,Kindergarten
,HALEY ELEMENTARY,3401 S LAYTON LAKES,MARICOPA,PUBLIC,95.59,Kindergarten
,HAPPY VALLEY SCHOOL - EAST CAMPUS,266 E WESTBROOKE RD.,PINAL,CHARTER,83.58,Kindergarten
,HAPPY VALLEY SCHOOL - PEORIA,7140 W HAPPY VALLEY RD,MARICOPA,CHARTER,77.65,Kindergarten
,HAROLD STEELE ELEMENTARY SCHOOL,700 S SARNOFF DR,PIMA,PUBLIC,100.00,Kindergarten
,HAROLD W SMITH SCHOOL,6534 N 63RD AVE,MARICOPA,PUBLIC,87.50,Kindergarten
,HARRIET JOHNSON PRIMARY SCHOOL,6060 S JOSEPH AVE,PIMA,PUBLIC,98.46,Kindergarten
,HARRIS ELEMENTARY SCHOOL,1820 S HARRIS DR,MARICOPA,PUBLIC,91.23,Kindergarten
,HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,700 N HARTFORD ST,MARICOPA,PUBLIC,90.70,Kindergarten
,HARVEST PREPARATORY ACADEMY - SAN LUIS,1044 N 10TH AVE,YUMA,CHARTER,100.00,Kindergarten
,HARVEST PREPARATORY ACADEMY - YUMA,350 E 18TH ST,YUMA,CHARTER,99.01,Kindergarten
,HASSAYAMPA ELEMENTARY SCHOOL,195 E COCONINO ST.,MARICOPA,PUBLIC,73.17,Kindergarten
,HAVASU PREPARATORY ACADEMY ,3155 MARICOPA AVE,MOHAVE,CHARTER,93.75,Kindergarten
,HAVASUPAI ELEMENTARY SCHOOL,880 CASHMERE DR,MOHAVE,PUBLIC,91.67,Kindergarten
,HAVEN MONTESSORI CHARTER SCHOOL,621 W CLAY AVE,COCONINO,CHARTER,93.75,Kindergarten
,HEARN ACADEMY ,17606 N 7TH AVE,MARICOPA,CHARTER,85.51,Kindergarten
,HEARTLAND RANCH ELEMENTARY SCHOOL,1667 W CAROLINE ST,PINAL,PUBLIC,94.81,Kindergarten
,HEARTWOOD MONTESSORI,207 NORTH MESA DRIVE,MARICOPA,PRIVATE,89.47,Kindergarten
,HEATHERBRAE ELEMENTARY SCHOOL,7070 W HEATHERBRAE DR,MARICOPA,PUBLIC,96.10,Kindergarten
,HELEN KEELING ELEMENTARY SCHOOL,2837 N LOS ALTOS AVE,PIMA,PUBLIC,100.00,Kindergarten
,HENRY HANK OYAMA,2700 S LA CHOLLA,PIMA,PUBLIC,100.00,Kindergarten
,HERITAGE ACADEMY - GATEWAY CAMPUS,8048 EAST GERMANN ROAD,MARICOPA,CHARTER,76.00,Kindergarten
,HERITAGE ELEMENTARY SCHOOL - WEST CAMPUS,6805 N 125TH AVE,MARICOPA,CHARTER,2.99,Kindergarten
,HERITAGE SCHOOL,5312 W MOUNTAIN VIEW RD,MARICOPA,PUBLIC,86.36,Kindergarten
,HERMOSA MONTESSORI SCHOOL,12051 E FORT LOWELL RD,PIMA,CHARTER,85.29,Kindergarten
,HERMOSA VISTA ELEMENTARY SCHOOL,2626 N 24TH ST,MARICOPA,PUBLIC,93.10,Kindergarten
,HERRERA ELEMENTARY SCHOOL,1350 S 11TH ST,MARICOPA,PUBLIC,95.83,Kindergarten
,HIDDEN HILLS ELEMENTARY SCHOOL,1919 E SHARON DR,MARICOPA,PUBLIC,93.75,Kindergarten
,HIGHLAND ELEMENTARY SCHOOL,3042 E ADOBE ST,MARICOPA,PUBLIC,85.44,Kindergarten
,HIGHLAND LAKES SCHOOL,19000 N 63RD AVE,MARICOPA,PUBLIC,87.64,Kindergarten
,HIGHLAND PARK ELEMENTARY,230 N COLE DR,MARICOPA,PUBLIC,88.42,Kindergarten
,HIGHLAND PRIMARY SCHOOL,360 W ROGERS,NAVAJO,PUBLIC,82.41,Kindergarten
,HIGLEY TRADITIONAL ACADEMY,3391 E VEST AVE,MARICOPA,PUBLIC,93.81,Kindergarten
,HOHOKAM ELEMENTARY SCHOOL,8451 E OAK ST,MARICOPA,PUBLIC,93.33,Kindergarten
,HOLDEMAN ELEMENTARY SCHOOL,1326 W 18TH ST,MARICOPA,PUBLIC,97.30,Kindergarten
,HOLIDAY PARK ELEMENTARY SCHOOL,4417 N 66TH AVE,MARICOPA,PUBLIC,92.11,Kindergarten
,HOLLADAY INTERMEDIATE MAGNET SCHOOL,1110 E 33RD ST,PIMA,PUBLIC,94.12,Kindergarten
,HOLLINGER ELEMENTARY SCHOOL,150 W AJO WAY,PIMA,PUBLIC,96.77,Kindergarten
,HOLMES ELEMENTARY SCHOOL,948 S HORNE,MARICOPA,PUBLIC,98.00,Kindergarten
,HOMER DAVIS ELEMENTARY SCHOOL,4250 N ROMERO RD,PIMA,PUBLIC,100.00,Kindergarten
,HOPE CHRISTIAN ACADEMY,1125 N DOBSON RD,MARICOPA,PRIVATE,47.06,Kindergarten
,HOPI ELEMENTARY SCHOOL,5110 E LAFAYETTE BLVD,MARICOPA,PUBLIC,86.14,Kindergarten
,HORIZON HONORS ELEMENTARY SCHOOL,16233 S 48TH ST,MARICOPA,CHARTER,90.83,Kindergarten
,HORIZON SCHOOL - GLENDALE,8520 N 47TH AVE,MARICOPA,PUBLIC,90.91,Kindergarten
,HORSESHOE TRAILS ELEMENTARY SCHOOL,5405 E PINNACLE VISTA DR,MARICOPA,PUBLIC,88.37,Kindergarten
,HOWELL PETER ELEMENTARY SCHOOL,401 N IRVING AVE,PIMA,PUBLIC,92.31,Kindergarten
,HUACHUCA CITY ELEMENTARY SCHOOL,100 SCHOOL DR,COCHISE,PUBLIC,93.33,Kindergarten
,HUACHUCA MOUNTAIN ELEMENTARY SCHOOL,3228 SAINT ANDREWS DR,COCHISE,PUBLIC,93.18,Kindergarten
,HUALAPAI ELEMENTARY SCHOOL,350 EASTERN ST,MOHAVE,PUBLIC,85.58,Kindergarten
,HUDLOW ELEMENTARY SCHOOL,502 N CARIBE AVE,PIMA,PUBLIC,100.00,Kindergarten
,HUDSON ELEMENTARY SCHOOL,1325 E MALIBU DR,MARICOPA,PUBLIC,91.80,Kindergarten
,HUMBOLDT ELEMENTARY SCHOOL,2750 S CORRAL ST,YAVAPAI,PUBLIC,81.40,Kindergarten
,IGNACIO CONCHOS ELEMENTARY SCHOOL,1718 W. VINEYARD RD,MARICOPA,PUBLIC,97.44,Kindergarten
,IMAGINE CHARTER SCHOOL AT BELL CANYON,18052 N BLACK CANYON HWY,MARICOPA,CHARTER,82.14,Kindergarten
,IMAGINE ELEMENTARY AT AVONDALE,950 N ELISIO C FELIX JR WAY,MARICOPA,CHARTER,92.68,Kindergarten
,IMAGINE ELEMENTARY AT COOLIDGE,1290 W VAH KI INN RD,PINAL,CHARTER,52.21,Kindergarten
,IMAGINE ELEMENTARY AT CORTEZ PARK,3535 W DUNLAP AVE,MARICOPA,CHARTER,91.67,Kindergarten
,IMAGINE ELEMENTARY AT DESERT WEST,6738 W MCDOWELL RD,MARICOPA,CHARTER,85.34,Kindergarten
,IMAGINE ELEMENTARY SCHOOL AT ROSEFIELD,12050 N BULLARD AVE,MARICOPA,CHARTER,88.54,Kindergarten
,IMAGINE MIDDLE AT EAST MESA,9701 E SOUTHERN AVE,MARICOPA,CHARTER,87.88,Kindergarten
,IMAGINE SCHOOLS AT BUCKEYE,2400 SOUTH 247TH AVENUE,MARICOPA,CHARTER,74.60,Kindergarten
,IMMACULATE CONCEPTION CATHOLIC SCHOOL,700 NORTH BILL GRAY ROAD,YAVAPAI,PRIVATE,76.19,Kindergarten
,IMMACULATE CONCEPTION ELEMENTARY SCHOOL,501 S AVENUE B,YUMA,PRIVATE,100.00,Kindergarten
,INCA ELEMENTARY SCHOOL,236000 W DURANGO ST,MARICOPA,PUBLIC,90.74,Kindergarten
,INDIAN BEND ELEMENTARY SCHOOL,3633 E THUNDERBIRD RD,MARICOPA,PUBLIC,85.19,Kindergarten
,INDIAN OASIS PRIMARY SCHOOL - W MAIN ST,111 W MAIN ST,PIMA,PUBLIC,100.00,Kindergarten
,INDIAN WELLS ELEMENTARY,JUNCTION OF STATE ROUTE 77/15,NAVAJO,PUBLIC,100.00,Kindergarten
,INNOVATION ACADEMY K-5 STEM SCHOOL,825 W. DESERT FAIRWAYS DRIVE,PIMA,PUBLIC,92.31,Kindergarten
,INSPIRATION MOUNTAIN SCHOOL,5757 WEST INSPIRATION MOUNTAIN PARKWAY,MARICOPA,PUBLIC,88.46,Kindergarten
,INTERNATIONAL SCHOOL OF ARIZONA,9522 E SAN SALVADOR DR ,MARICOPA,PRIVATE,97.73,Kindergarten
,INTERNATIONAL SCHOOL OF TUCSON,1701 E SENECA ST,PIMA,PRIVATE,100.00,Kindergarten
,IRA A FULTON ELEMENTARY,4750 S SUNLAND DR,MARICOPA,PUBLIC,88.33,Kindergarten
,IRA A MURPHY SCHOOL,7231 W NORTH LN,MARICOPA,PUBLIC,93.48,Kindergarten
,IRENE ERICKSON ELEMENTARY SCHOOL,6750 E STELLA RD,PIMA,PUBLIC,93.75,Kindergarten
