Facility Number,Facility Address,School Type,School District or Name,County,Age Group,MMR Vaccination Rate
,,,JOAN MARTIN ELEMENTARY SCHOOL,LAKE,1,60
,,,LIBERTY ELEMENTARY SCHOOL,LAKE,1,93.24
,,,VETERANS ELEMENTARY SCHOOL AT MUNDELL,LAKE,1,92.08
,,,WILBUR WRIGHT MIDDLE SCHOOL,LAKE,6,98.71
,,,WILBUR WRIGHT MIDDLE SCHOOL,LAKE,7,98.62
,,,ERNEST R ELLIOTT ELEMENTARY SCHOOL,LAKE,1,96.97
,,,FRANK H HAMMOND ELEMENTARY SCHOOL,LAKE,1,95.95
,,,JAMES B EADS ELEMENTARY SCHOOL,LAKE,1,96.39
,,,MUNSTER HIGH SCHOOL,LAKE,12,99.4
,,,ERNEST R ELLIOTT ELEMENTARY SCHOOL,LAKE,K,93.75
,,,FRANK H HAMMOND ELEMENTARY SCHOOL,LAKE,K,94.52
,,,JAMES B EADS ELEMENTARY SCHOOL,LAKE,K,87.8
,,,NATHAN HALE ELEMENTARY SCHOOL,LAKE,K,98.08
,,,WHITING MIDDLE SCHOOL,LAKE,6,98.78
,,,WHITING HIGH SCHOOL,LAKE,12,98.95
,,,NATHAN HALE ELEMENTARY SCHOOL,LAKE,1,96.55
,,,WHITING MIDDLE SCHOOL,LAKE,7,100
,,,OLIVE TOWNSHIP ELEMENTARY SCHOOL,ST. JOSEPH,K,96.39
,,,PRAIRIE VIEW ELEMENTARY SCHOOL,LA PORTE,K,91.43
,,,ROLLING PRAIRIE ELEMENTARY SCHOOL,LA PORTE,K,89.66
,,,NEW PRAIRIE MIDDLE SCHOOL,LA PORTE,6,91.43
,,,OLIVE TOWNSHIP ELEMENTARY SCHOOL,ST. JOSEPH,1,94.44
,,,PRAIRIE VIEW ELEMENTARY SCHOOL,LA PORTE,1,100
,,,ROLLING PRAIRIE ELEMENTARY SCHOOL,LA PORTE,1,89.71
,,,NEW PRAIRIE HIGH SCHOOL,LA PORTE,12,96.21
,,,NEW PRAIRIE MIDDLE SCHOOL,LA PORTE,7,96.83
,,,WESTVILLE HIGH SCHOOL,LA PORTE,7,91.55
,,,WESTVILLE ELEMENTARY SCHOOL,LA PORTE,6,95
,,,WESTVILLE ELEMENTARY SCHOOL,LA PORTE,K,93.22
,,,WESTVILLE HIGH SCHOOL,LA PORTE,12,87.5
,,,WESTVILLE ELEMENTARY SCHOOL,LA PORTE,1,95
,,,BARKER MIDDLE SCHOOL,LA PORTE,6,100
,,,COOLSPRING ELEMENTARY SCHOOL,LA PORTE,6,100
,,,EDGEWOOD ELEMENTARY SCHOOL,LA PORTE,6,91.49
,,,JOY ELEMENTARY SCHOOL,LA PORTE,6,97.83
,,,KNAPP ELEMENTARY SCHOOL,LA PORTE,6,91.84
,,,LAKE HILLS ELEMENTARY SCHOOL,LA PORTE,6,98.11
,,,MARSH ELEMENTARY SCHOOL,LA PORTE,6,92.5
,,,PINE ELEMENTARY SCHOOL,LA PORTE,6,92.16
,,,SPRINGFIELD ELEMENTARY SCHOOL,LA PORTE,6,97.83
,,,BARKER MIDDLE SCHOOL,LA PORTE,7,96.79
,,,MARTIN T KRUEGER MIDDLE SCHOOL,LA PORTE,7,94.07
,,,COOLSPRING ELEMENTARY SCHOOL,LA PORTE,1,91.67
,,,EDGEWOOD ELEMENTARY SCHOOL,LA PORTE,1,88.89
,,,JOY ELEMENTARY SCHOOL,LA PORTE,1,94.83
,,,KNAPP ELEMENTARY SCHOOL,LA PORTE,1,90.2
,,,LAKE HILLS ELEMENTARY SCHOOL,LA PORTE,1,92.68
,,,MARSH ELEMENTARY SCHOOL,LA PORTE,1,95.12
,,,PINE ELEMENTARY SCHOOL,LA PORTE,1,89.36
,,,SPRINGFIELD ELEMENTARY SCHOOL,LA PORTE,1,100
,,,MICHIGAN CITY HIGH SCHOOL,LA PORTE,12,91.88
,,,COOLSPRING ELEMENTARY SCHOOL,LA PORTE,K,84.85
,,,EDGEWOOD ELEMENTARY SCHOOL,LA PORTE,K,83.72
,,,JOY ELEMENTARY SCHOOL,LA PORTE,K,93.62
,,,KNAPP ELEMENTARY SCHOOL,LA PORTE,K,91.07
,,,LAKE HILLS ELEMENTARY SCHOOL,LA PORTE,K,88.37
,,,MARSH ELEMENTARY SCHOOL,LA PORTE,K,91.89
,,,PINE ELEMENTARY SCHOOL,LA PORTE,K,87.93
,,,SPRINGFIELD ELEMENTARY SCHOOL,LA PORTE,K,100
,,,SOUTH CENTRAL JR-SR HIGH SCHOOL,LA PORTE,7,95.77
,,,SOUTH CENTRAL ELEMENTARY SCHOOL,LA PORTE,K,87.69
,,,SOUTH CENTRAL ELEMENTARY SCHOOL,LA PORTE,1,98.21
,,,SOUTH CENTRAL ELEMENTARY SCHOOL,LA PORTE,6,98.7
,,,SOUTH CENTRAL JR-SR HIGH SCHOOL,LA PORTE,12,95.52
,,,LAPORTE MIDDLE SCHOOL,LA PORTE,7,95.23
,,,F WILLARD CRICHFIELD ELEMENTARY,LA PORTE,K,92.31
,,,HAILMANN ELEMENTARY SCHOOL,LA PORTE,K,92.31
,,,HANDLEY ELEMENTARY SCHOOL,LA PORTE,K,88.89
,,,INDIAN TRAIL ELEMENTARY SCHOOL,LA PORTE,K,90.38
,,,KINGSBURY ELEMENTARY SCHOOL,LA PORTE,K,89.36
,,,KINGSFORD HEIGHTS ELEMENTARY SCH,LA PORTE,K,88.89
,,,LINCOLN ELEMENTARY SCHOOL,LA PORTE,K,89.66
,,,RILEY ELEMENTARY SCHOOL,LA PORTE,K,77.78
,,,LAPORTE HIGH SCHOOL,LA PORTE,12,92.07
,,,LINCOLN ELEMENTARY SCHOOL,LA PORTE,1,92.86
,,,RILEY ELEMENTARY SCHOOL,LA PORTE,1,89.36
,,,KESLING INTERMEDIATE SCHOOL,LA PORTE,6,93.94
,,,BEDFORD MIDDLE SCHOOL,LAWRENCE,7,99.57
,,,SAINT VINCENT DEPAUL SCHOOL,LAWRENCE,7,100
,,,DOLLENS ELEMENTARY,LAWRENCE,1,92.59
,,,LINCOLN ELEMENTARY SCHOOL,LAWRENCE,1,93.33
,,,NEEDMORE ELEMENTARY SCHOOL,LAWRENCE,1,100
,,,DOLLENS ELEMENTARY,LAWRENCE,K,92
,,,LINCOLN ELEMENTARY SCHOOL,LAWRENCE,K,85.71
,,,NEEDMORE ELEMENTARY SCHOOL,LAWRENCE,K,100
,,,PARKVIEW ELEMENTARY SCHOOL,LAWRENCE,K,87.37
,,,SAINT VINCENT DEPAUL SCHOOL,LAWRENCE,K,85
,,,SHAWSWICK ELEMENTARY SCHOOL,LAWRENCE,K,97.44
,,,BEDFORD-NORTH LAWRENCE HIGH SCHOOL,LAWRENCE,12,99.38
,,,DOLLENS ELEMENTARY,LAWRENCE,6,100
,,,LINCOLN ELEMENTARY SCHOOL,LAWRENCE,6,94.12
,,,NEEDMORE ELEMENTARY SCHOOL,LAWRENCE,6,100
,,,PARKVIEW ELEMENTARY SCHOOL,LAWRENCE,6,97.3
,,,SAINT VINCENT DEPAUL SCHOOL,LAWRENCE,6,95.24
,,,SHAWSWICK ELEMENTARY SCHOOL,LAWRENCE,6,95.16
,,,PARKVIEW ELEMENTARY SCHOOL,LAWRENCE,1,93.06
,,,SAINT VINCENT DEPAUL SCHOOL,LAWRENCE,1,100
,,,SHAWSWICK ELEMENTARY SCHOOL,LAWRENCE,1,96.72
,,,HATFIELD ELEMENTARY SCHOOL,LAWRENCE,K,89.66
,,,MITCHELL JR HIGH SCHOOL,LAWRENCE,6,98.33
,,,MITCHELL JR HIGH SCHOOL,LAWRENCE,7,96.36
,,,MITCHELL HIGH SCHOOL,LAWRENCE,12,96.51
,,,HATFIELD ELEMENTARY SCHOOL,LAWRENCE,1,94.69
,,,FRANKTON ELEMENTARY SCHOOL,MADISON,1,98.7
,,,LAPEL ELEMENTARY SCHOOL,MADISON,1,93.75
,,,FRANKTON JR-SR HIGH SCHOOL,MADISON,7,93.64
,,,LAPEL MIDDLE SCHOOL,MADISON,7,95.61
,,,FRANKTON ELEMENTARY SCHOOL,MADISON,K,94.57
,,,LAPEL ELEMENTARY SCHOOL,MADISON,K,89.41
,,,FRANKTON ELEMENTARY SCHOOL,MADISON,6,93.46
,,,LAPEL MIDDLE SCHOOL,MADISON,6,97.17
,,,FRANKTON JR-SR HIGH SCHOOL,MADISON,12,90.32
,,,LAPEL SR HIGH SCHOOL,MADISON,12,94.51
,,,PENDLETON HEIGHTS HIGH SCHOOL,MADISON,12,96.43
,,,EAST ELEMENTARY SCHOOL,MADISON,6,97.96
,,,MAPLE RIDGE ELEMENTARY SCHOOL,MADISON,6,93.14
,,,PENDLETON ELEMENTARY SCHOOL,MADISON,6,91.79
,,,EAST ELEMENTARY SCHOOL,MADISON,K,100
,,,MAPLE RIDGE ELEMENTARY SCHOOL,MADISON,K,91.87
,,,PENDLETON ELEMENTARY SCHOOL,MADISON,K,97.66
,,,PENDLETON HEIGHTS MIDDLE SCHOOL,MADISON,7,98.03
,,,EAST ELEMENTARY SCHOOL,MADISON,1,95.45
,,,MAPLE RIDGE ELEMENTARY SCHOOL,MADISON,1,95.2
,,,PENDLETON ELEMENTARY SCHOOL,MADISON,1,95.69
,,,ALEXANDRIA MONROE ELEMENTARY SCHOOL,MADISON,K,92.16
,,,ALEXANDRIA MONROE ELEMENTARY SCHOOL,MADISON,6,93.5
,,,ALEXANDRIA-MONROE HIGH SCHOOL,MADISON,7,97.8
,,,ALEXANDRIA-MONROE HIGH SCHOOL,MADISON,12,96.63
,,,ALEXANDRIA MONROE ELEMENTARY SCHOOL,MADISON,1,97.92
,,,ANDERSON ELEMENTARY SCHOOL,MADISON,1,79.38
,,,EASTSIDE ELEMENTARY SCHOOL,MADISON,1,92.68
,,,EDGEWOOD ELEMENTARY SCHOOL,MADISON,1,100
,,,ERSKINE ELEMENTARY SCHOOL,MADISON,1,93.75
,,,TENTH STREET ELEMENTARY SCHOOL,MADISON,1,94.51
,,,VALLEY GROVE ELEMENTARY SCHOOL,MADISON,1,95.83
,,,HIGHLAND MIDDLE SCHOOL,MADISON,7,97.77
,,,ANDERSON INTERMEDIATE SCHOOL,MADISON,6,98.72
,,,ANDERSON ELEMENTARY SCHOOL,MADISON,K,70
,,,EASTSIDE ELEMENTARY SCHOOL,MADISON,K,92.77
,,,EDGEWOOD ELEMENTARY SCHOOL,MADISON,K,94.29
,,,ERSKINE ELEMENTARY SCHOOL,MADISON,K,95.89
,,,TENTH STREET ELEMENTARY SCHOOL,MADISON,K,90.53
,,,VALLEY GROVE ELEMENTARY SCHOOL,MADISON,K,98.86
,,,ANDERSON HIGH SCHOOL,MADISON,12,95.05
,,,ELWOOD JR-SR HIGH SCHOOL,MADISON,12,98.81
,,,ELWOOD JR-SR HIGH SCHOOL,MADISON,7,99.02
,,,ELWOOD ELEMENTARY SCHOOL,MADISON,K,95.24
,,,ELWOOD ELEMENTARY SCHOOL,MADISON,1,93.44
,,,ELWOOD INTERMEDIATE SCHOOL,MADISON,6,97.26
,,,EDGEWOOD INTERMEDIATE SCHOOL,MARION,6,97.04
,,,LILLIE IDELLA KITLEY INTERMEDIATE,MARION,6,98.73
,,,ACTON ELEMENTARY SCHOOL,MARION,1,98.39
,,,ARLINGTON ELEMENTARY SCHOOL,MARION,1,89.69
,,,BUNKER HILL ELEMENTARY SCHOOL,MARION,1,100
,,,MARY ADAMS ELEMENTARY SCHOOL,MARION,1,97.98
,,,SOUTH CREEK ELEMENTARY,MARION,1,96.23
,,,THOMPSON CROSSING ELEMENTARY SCH,MARION,1,93.16
,,,FRANKLIN CENTRAL HIGH SCHOOL,MARION,12,96.97
,,,ACTON ELEMENTARY SCHOOL,MARION,K,98.81
,,,ARLINGTON ELEMENTARY SCHOOL,MARION,K,95.88
,,,BUNKER HILL ELEMENTARY SCHOOL,MARION,K,97.96
,,,MARY ADAMS ELEMENTARY SCHOOL,MARION,K,95.1
,,,SOUTH CREEK ELEMENTARY,MARION,K,94.59
,,,THOMPSON CROSSING ELEMENTARY SCH,MARION,K,97.3
,,,FRANKLIN CENTRAL JUNIOR HIGH,MARION,7,97.86
,,,AMY BEVERLAND ELEMENTARY,MARION,6,98.78
,,,BROOK PARK ELEMENTARY SCHOOL,MARION,6,96.55
,,,CRESTVIEW ELEMENTARY SCHOOL,MARION,6,96.36
,,,FOREST GLEN ELEMENTARY SCHOOL,MARION,6,98.85
,,,HARRISON HILL ELEMENTARY SCHOOL,MARION,6,97.25
,,,INDIAN CREEK ELEMENTARY SCHOOL,MARION,6,95.56
,,,MARY EVELYN CASTLE ELEMENTARY SCH,MARION,6,95.65
,,,OAKLANDON ELEMENTARY SCHOOL,MARION,6,93.1
,,,SKILES TEST ELEMENTARY SCHOOL,MARION,6,98.51
,,,SUNNYSIDE ELEMENTARY SCHOOL,MARION,6,94.25
,,,WINDING RIDGE ELEMENTARY SCHOOL,MARION,6,90.48
,,,EARLY LEARNING CENTER,MARION,K,87.81
,,,FOREST GLEN ELEMENTARY SCHOOL,MARION,K,93.15
,,,SKILES TEST ELEMENTARY SCHOOL,MARION,K,96.15
,,,SUNNYSIDE ELEMENTARY SCHOOL,MARION,K,98.25
,,,LAWRENCE CENTRAL HIGH SCHOOL,MARION,12,92.86
,,,LAWRENCE NORTH HIGH SCHOOL,MARION,12,91.34
,,,AMY BEVERLAND ELEMENTARY,MARION,1,94.12
,,,BROOK PARK ELEMENTARY SCHOOL,MARION,1,87.93
,,,CRESTVIEW ELEMENTARY SCHOOL,MARION,1,80.65
,,,FOREST GLEN ELEMENTARY SCHOOL,MARION,1,96.43
,,,HARRISON HILL ELEMENTARY SCHOOL,MARION,1,96.67
,,,INDIAN CREEK ELEMENTARY SCHOOL,MARION,1,96.63
,,,MARY EVELYN CASTLE ELEMENTARY SCH,MARION,1,84.91
,,,OAKLANDON ELEMENTARY SCHOOL,MARION,1,88.07
,,,SKILES TEST ELEMENTARY SCHOOL,MARION,1,88.73
,,,SUNNYSIDE ELEMENTARY SCHOOL,MARION,1,96.74
,,,WINDING RIDGE ELEMENTARY SCHOOL,MARION,1,86.21
,,,BELZER MIDDLE SCHOOL,MARION,7,95.79
,,,FALL CREEK VALLEY MIDDLE SCHOOL,MARION,7,96.88
,,,SOUTHPORT HIGH SCHOOL,MARION,12,97.31
,,,CLINTON YOUNG ELEMENTARY SCHOOL,MARION,1,100
,,,DOUGLAS MACARTHUR ELEMENTARY SCH,MARION,1,100
,,,HOMECROFT ELEMENTARY SCHOOL,MARION,1,100
,,,ROSA PARKS ELEMENTARY SCHOOL,MARION,1,100
,,,SOUTHPORT ELEMENTARY SCHOOL,MARION,1,100
,,,WILLIAM HENRY BURKHART ELEMENTARY,MARION,1,96.84
,,,PERRY MERIDIAN HIGH SCHOOL,MARION,12,89.17
,,,SOUTHPORT 6TH GRADE ACADEMY,MARION,6,89.8
,,,GUION CREEK MIDDLE SCHOOL,MARION,6,97.71
,,,LINCOLN MIDDLE SCHOOL,MARION,6,94.97
,,,NEW AUGUSTA PUBLIC ACADEMY - NORTH,MARION,6,95.94
,,,CENTRAL ELEMENTARY SCHOOL,MARION,1,91.84
,,,COLLEGE PARK ELEMENTARY SCHOOL,MARION,1,92.41
,,,DEER RUN ELEMENTARY,MARION,1,95.51
,,,EAGLE CREEK ELEMENTARY SCHOOL,MARION,1,95.6
,,,EASTBROOK ELEMENTARY SCHOOL,MARION,1,96.12
,,,FISHBACK CREEK PUBLIC ACADEMY,MARION,1,83.33
,,,GUION CREEK ELEMENTARY SCHOOL,MARION,1,88.12
,,,NEW AUGUSTA PUBLIC ACADEMY - SOUTH,MARION,1,92.31
,,,SNACKS CROSSING ELEMENTARY SCHOOL,MARION,1,98.63
,,,GUION CREEK MIDDLE SCHOOL,MARION,7,94.51
,,,LINCOLN MIDDLE SCHOOL,MARION,7,97.57
,,,NEW AUGUSTA PUBLIC ACADEMY - NORTH,MARION,7,96.53
,,,PIKE HIGH SCHOOL,MARION,12,97.61
,,,CENTRAL ELEMENTARY SCHOOL,MARION,K,88.78
,,,COLLEGE PARK ELEMENTARY SCHOOL,MARION,K,97.5
,,,DEER RUN ELEMENTARY,MARION,K,97.41
,,,EAGLE CREEK ELEMENTARY SCHOOL,MARION,K,97.1
,,,EASTBROOK ELEMENTARY SCHOOL,MARION,K,93.88
,,,FISHBACK CREEK PUBLIC ACADEMY,MARION,K,94.59
,,,GUION CREEK ELEMENTARY SCHOOL,MARION,K,95.89
,,,NEW AUGUSTA PUBLIC ACADEMY - SOUTH,MARION,K,94.87
,,,SNACKS CROSSING ELEMENTARY SCHOOL,MARION,K,95.56
,,,BROOKVIEW ELEMENTARY SCHOOL,MARION,1,94.06
,,,EASTRIDGE ELEMENTARY SCHOOL,MARION,1,91.96
,,,GRASSY CREEK ELEMENTARY SCHOOL,MARION,1,93.52
,,,HAWTHORNE ELEMENTARY SCHOOL,MARION,1,90.32
,,,LAKESIDE ELEMENTARY SCHOOL,MARION,1,90.08
,,,LIBERTY PARK ELEMENTARY SCHOOL,MARION,1,92.52
,,,LOWELL ELEMENTARY SCHOOL,MARION,1,93.94
,,,PLEASANT RUN ELEMENTARY SCHOOL,MARION,1,93.28
,,,SUNNY HEIGHTS ELEMENTARY SCHOOL,MARION,1,89.32
,,,WARREN ONLINE ACADEMY,MARION,1,100
,,,CRESTON INTERMEDIATE & MIDDLE SCHL,MARION,6,95.77
,,,RAYMOND PARK INTERMEDIATE & MIDDLE,MARION,6,94.98
,,,STONYBROOK INTERMEDIATE & MIDDLE,MARION,6,96.13
,,,WARREN ONLINE ACADEMY,MARION,6,100
,,,WARREN CENTRAL HIGH SCHOOL,MARION,12,95.08
,,,WARREN ONLINE ACADEMY,MARION,12,98.17
,,,CRESTON INTERMEDIATE & MIDDLE SCHL,MARION,7,95.5
,,,RAYMOND PARK INTERMEDIATE & MIDDLE,MARION,7,97.43
,,,STONYBROOK INTERMEDIATE & MIDDLE,MARION,7,94.06
,,,WARREN ONLINE ACADEMY,MARION,7,95.83
,,,BROOKVIEW ELEMENTARY SCHOOL,MARION,K,96.47
,,,EASTRIDGE ELEMENTARY SCHOOL,MARION,K,81.16
,,,GRASSY CREEK ELEMENTARY SCHOOL,MARION,K,96.67
,,,HAWTHORNE ELEMENTARY SCHOOL,MARION,K,79.31
,,,LAKESIDE ELEMENTARY SCHOOL,MARION,K,86.54
,,,LIBERTY PARK ELEMENTARY SCHOOL,MARION,K,90.32
,,,LOWELL ELEMENTARY SCHOOL,MARION,K,92.96
,,,PLEASANT RUN ELEMENTARY SCHOOL,MARION,K,93.64
,,,SUNNY HEIGHTS ELEMENTARY SCHOOL,MARION,K,89.69
,,,ALLISONVILLE ELEMENTARY SCHOOL,MARION,K,75.2
,,,CLEARWATER ELEMENTARY SCHOOL,MARION,K,92.23
,,,COLONIAL CHRISTIAN SCHOOL,MARION,K,100
,,,CROOKED CREEK ELEMENTARY SCHOOL,MARION,K,89.19
,,,FOX HILL ELEMENTARY SCHOOL,MARION,K,91.76
,,,GREENBRIAR ELEMENTARY SCHOOL,MARION,K,82.98
,,,NORA ELEMENTARY SCHOOL,MARION,K,94.74
,,,SPRING MILL ELEMENTARY SCHOOL,MARION,K,82.98
,,,WILLOW LAKE ELEMENTARY SCHOOL,MARION,K,88.28
,,,ALLISONVILLE ELEMENTARY SCHOOL,MARION,1,79.82
,,,CLEARWATER ELEMENTARY SCHOOL,MARION,1,81.82
,,,COLONIAL CHRISTIAN SCHOOL,MARION,1,93.75
,,,CROOKED CREEK ELEMENTARY SCHOOL,MARION,1,91.21
,,,FOX HILL ELEMENTARY SCHOOL,MARION,1,87.5
,,,GREENBRIAR ELEMENTARY SCHOOL,MARION,1,92.39
,,,NORA ELEMENTARY SCHOOL,MARION,1,88.46
,,,SPRING MILL ELEMENTARY SCHOOL,MARION,1,89
,,,WILLOW LAKE ELEMENTARY SCHOOL,MARION,1,88.81
,,,COLONIAL CHRISTIAN SCHOOL,MARION,7,91.3
,,,EASTWOOD MIDDLE SCHOOL,MARION,7,95.49
,,,NORTHVIEW MIDDLE SCHOOL,MARION,7,97.64
,,,WESTLANE MIDDLE SCHOOL,MARION,7,95.26
,,,COLONIAL CHRISTIAN SCHOOL,MARION,6,84.62
,,,EASTWOOD MIDDLE SCHOOL,MARION,6,98.13
,,,NORTHVIEW MIDDLE SCHOOL,MARION,6,96.92
,,,WESTLANE MIDDLE SCHOOL,MARION,6,94.93
,,,COLONIAL CHRISTIAN SCHOOL,MARION,12,83.33
,,,NORTH CENTRAL HIGH SCHOOL,MARION,12,98.69
,,,ACHIEVE VIRTUAL EDUCATION ACADEMY,MARION,12,97.01
,,,BEN DAVIS HIGH SCHOOL,MARION,12,93.02
,,,BEN DAVIS UNIVERSITY HIGH SCHOOL,MARION,12,92.13
,,,SANDERS SCHOOL,MARION,12,100
,,,BRIDGEPORT ELEMENTARY SCHOOL,MARION,K,89.77
,,,CHAPEL GLEN ELEMENTARY SCHOOL,MARION,K,89.68
,,,CHAPELWOOD ELEMENTARY SCHOOL,MARION,K,91.87
,,,GARDEN CITY ELEMENTARY SCHOOL,MARION,K,95.7
,,,MAPLEWOOD ELEMENTARY SCHOOL,MARION,K,96.19
,,,MCCLELLAND ELEMENTARY SCHOOL,MARION,K,96.3
,,,NORTH WAYNE ELEMENTARY SCHOOL,MARION,K,88.97
,,,RHOADES ELEMENTARY SCHOOL,MARION,K,98.65
,,,ROBEY ELEMENTARY SCHOOL,HENDRICKS,K,96.9
,,,STOUT FIELD ELEMENTARY SCHOOL,MARION,K,91.43
,,,WESTLAKE ELEMENTARY SCHOOL,MARION,K,86.49
,,,BRIDGEPORT ELEMENTARY SCHOOL,MARION,6,91.67
,,,CHAPEL GLEN ELEMENTARY SCHOOL,MARION,6,98.44
,,,CHAPELWOOD ELEMENTARY SCHOOL,MARION,6,95.71
,,,GARDEN CITY ELEMENTARY SCHOOL,MARION,6,93.42
,,,MAPLEWOOD ELEMENTARY SCHOOL,MARION,6,97.17
,,,MCCLELLAND ELEMENTARY SCHOOL,MARION,6,100
,,,NORTH WAYNE ELEMENTARY SCHOOL,MARION,6,98
,,,RHOADES ELEMENTARY SCHOOL,MARION,6,98.77
,,,ROBEY ELEMENTARY SCHOOL,HENDRICKS,6,98.28
,,,SANDERS SCHOOL,MARION,6,100
,,,STOUT FIELD ELEMENTARY SCHOOL,MARION,6,93.33
,,,WESTLAKE ELEMENTARY SCHOOL,MARION,6,96.04
,,,BRIDGEPORT ELEMENTARY SCHOOL,MARION,1,92.41
,,,CHAPEL GLEN ELEMENTARY SCHOOL,MARION,1,92.81
,,,CHAPELWOOD ELEMENTARY SCHOOL,MARION,1,93.64
,,,GARDEN CITY ELEMENTARY SCHOOL,MARION,1,93.94
,,,MAPLEWOOD ELEMENTARY SCHOOL,MARION,1,93.26
,,,MCCLELLAND ELEMENTARY SCHOOL,MARION,1,97.67
,,,NORTH WAYNE ELEMENTARY SCHOOL,MARION,1,91.67
,,,RHOADES ELEMENTARY SCHOOL,MARION,1,98.94
,,,ROBEY ELEMENTARY SCHOOL,HENDRICKS,1,98.17
,,,SANDERS SCHOOL,MARION,1,100
,,,STOUT FIELD ELEMENTARY SCHOOL,MARION,1,96.88
,,,WESTLAKE ELEMENTARY SCHOOL,MARION,1,93.97
,,,ACHIEVE VIRTUAL EDUCATION ACADEMY,MARION,7,100
,,,CHAPEL HILL 7TH & 8TH GRADE CENTER,MARION,7,95.66
,,,LYNHURST 7TH & 8TH GRADE CENTER,MARION,7,97.55
,,,SANDERS SCHOOL,MARION,7,100
,,,BEECH GROVE SR HIGH SCHOOL,MARION,12,98.48
,,,BEECH GROVE MIDDLE SCHOOL,MARION,7,99.13
,,,HORNET PARK ELEMENTARY SCHOOL,MARION,K,92.71
,,,HORNET PARK ELEMENTARY SCHOOL,MARION,1,97.21
,,,ARSENAL TECHNICAL HIGH SCHOOL,MARION,12,91.97
,,,CRISPUS ATTUCKS HIGH SCHOOL,MARION,12,92.61
,,,GEORGE WASHINGTON HIGH SCHOOL,MARION,12,84.92
,,,IMPACT ACADEMY 1,MARION,12,77.78
,,,IMPACT ACADEMY 2,MARION,12,76.92
,,,IMPACT ACADEMY 3,MARION,12,75
,,,SHORTRIDGE HIGH SCHOOL,MARION,12,92.53
,,,"ANNA BROCHHAUSEN SCHOOL 88, A STEM SCHOOL",MARION,1,91.49
,,,"BENJAMIN HARRISON SCHOOL 2 CENTER FOR INQUIRY, AN IB WORLD SCHOOL",MARION,1,93.33
,,,"BROOKSIDE SCHOOL 54, AN EXPLORATORY SCHOOL",MARION,1,86.21
,,,"CARL WILDE SCHOOL 79 CENTER FOR INQUIRY, AN INQUIRY SCHOOL",MARION,1,88.24
,,,"CHARITY DYE SCHOOL 27 CENTER FOR INQUIRY, AN IB WORLD SCHOOL",MARION,1,86.36
,,,"CHARLES WARREN FAIRBANKS SCHOOL 105, AN EXPLORATORY SCHOOL",MARION,1,81.67
,,,"CHRISTIAN PARK SCHOOL 82, AN EXPLORATORY SCHOOL",MARION,1,100
,,,"CLARENCE FARRINGTON SCHOOL 61, AN EXPLORATORY SCHOOL",MARION,1,82.61
,,,COLD SPRING SCHOOL,MARION,1,91.67
,,,"DANIEL WEBSTER SCHOOL 46, AN EXPLORATORY SCHOOL",MARION,1,92.19
,,,EDISON SCHOOL OF THE ARTS 47,MARION,1,83.82
,,,"ELEANOR SKILLEN SCHOOL 34, A MONTESSORI SCHOOL",MARION,1,86.27
,,,"ELIZA BAKER SCHOOL 55, A BUTLER LAB REGGIO EMILIA SCHOOL",MARION,1,94.74
,,,"ERNIE PYLE SCHOOL 90, A PAIDEIA SCHOOL",MARION,1,97.67
,,,"FREDRICK DOUGLAS SCHOOL 19, AN EXPLORATORY SCHOOL",MARION,1,87.8
,,,"GEORGE W. JULIAN SCHOOL 57 CENTER FOR INQUIRY, AN INQUIRY SCHOOL",MARION,1,91.18
,,,"GEORGE WASHINGTON CARVER SCHOOL 87, A MONTESSORI SCHOOL",MARION,1,93.33
,,,"JAMES A. GARFIELD SCHOOL 31, A STEM SCHOOL",MARION,1,95.24
,,,"JAMES RUSSELL LOWELL SCHOOL 51, A MONTESSORI SCHOOL",MARION,1,90.16
,,,"JAMES WHITCOMB RILEY SCHOOL 43, A VISUAL AND PERFORMING ARTS SCHOOL",MARION,1,87.1
,,,"JONATHAN JENNINGS SCHOOL 109, AN EXPLORATORY SCHOOL",MARION,1,85.71
,,,"JOSEPH J. BINGHAM SCHOOL 84 CENTER FOR INQUIRY, AN IB WORLD SCHOOL",MARION,1,95.77
,,,"LEW WALLACE SCHOOL 107, AN EXPLORATORY SCHOOL",MARION,1,86.25
,,,"MARY NICHOLSON SCHOOL 70 CENTER FOR INQUIRY, AN IB WORLD SCHOOL",MARION,1,96.49
,,,"MEREDITH NICHOLSON SCHOOL 96, AN EXPLORATORY SCHOOL",MARION,1,88.89
,,,"RALPH WALDO EMERSON SCHOOL 58, AN EXPLORATORY SCHOOL",MARION,1,82.86
,,,"ROBERT LEE FROST SCHOOL 106, A STEM SCHOOL",MARION,1,81.25
,,,"ROUSSEAU MCCLELLAN SCHOOL 91, A MONTESSORI SCHOOL",MARION,1,93.94
,,,SANKOFA SCHOOL OF SUCCESS AT ARLINGTON WOODS SCHOOL 99,MARION,1,87.88
,,,"THEODORE POTTER SCHOOL 74, A DUAL LANGUAGE SCHOOL",MARION,1,97.14
,,,THOMAS GREGG NEIGHBORHOOD SCHOOL 15,MARION,1,87.8
,,,WASHINGTON IRVING NEIGHBORHOOD SCHOOL 14,MARION,1,88.89
,,,"WILLIAM BELL SCHOOL 60, A BUTLER LAB REGGIO EMILIA SCHOOL",MARION,1,85.19
